time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-09T18:12:09.419Z,32.8006,85.5456,10,5.2,mww,,37,4.948,0.81,us,us60008clh,2020-05-23T22:03:33.040Z,"western Xizang",earthquake,6.4,1.8,0.11,8,reviewed,us,us
2021-03-20T15:30:22.366Z,34.7094,83.4724,15.11,5.2,mb,,28,7.299,0.55,us,us7000dl8t,2021-06-02T15:24:09.040Z,"western Xizang",earthquake,8.3,3.8,0.042,200,reviewed,us,us
2021-04-05T15:19:57.976Z,27.1863,88.9412,10,5.2,mb,,45,2.04,0.66,us,us6000dz5d,2021-06-12T21:37:22.040Z,"35 km NNW of Samtse, Bhutan",earthquake,7,1.7,0.053,118,reviewed,us,us
2021-07-20T23:54:26.196Z,29.3258,70.0487,10,5.2,mww,,39,8.336,0.66,us,us6000exhl,2021-09-25T21:08:23.040Z,"36 km NW of Rajanpur, Pakistan",earthquake,8.7,1.8,0.069,20,reviewed,us,us
2021-09-11T03:20:17.235Z,14.1061,92.9896,10,5.2,mb,,31,2.447,0.9,us,us7000fa7j,2021-10-08T02:08:27.040Z,"267 km N of Bamboo Flat, India",earthquake,4.8,1.7,0.046,162,reviewed,us,us
2020-08-27T12:07:15.628Z,23.1636,93.3258,10,5.3,mww,,23,0.577,1.04,us,us7000bdnu,2020-11-07T18:48:29.040Z,"26 km E of North Vanlaiphai, India",earthquake,6.3,1.8,0.08,15,reviewed,us,us
2020-09-15T23:34:03.386Z,27.8464,85.8765,10,5.3,mb,,39,0.835,0.85,us,us7000bnsh,2020-11-21T20:10:45.040Z,"14 km SSW of Kod?ri??, Nepal",earthquake,5.6,1.8,0.033,309,reviewed,us,us
2020-09-25T10:57:13.221Z,34.2487,78.2058,10,5.3,mww,,38,4.146,0.61,us,us6000c13w,2020-12-05T21:02:58.040Z,"58 km E of Leh, India",earthquake,6.4,1.8,0.073,18,reviewed,us,us
2021-05-18T23:57:58.646Z,28.2785,84.3373,10,5.3,mb,,36,2.208,0.93,us,us7000e4aq,2021-07-24T21:08:06.040Z,"36 km E of Pokhara, Nepal",earthquake,3.4,1.7,0.034,290,reviewed,us,us
2021-07-07T03:15:24.246Z,25.9603,90.3499,10,5.3,mb,,18,1.413,0.59,us,us7000ej9c,2021-09-10T20:07:43.040Z,"8 km SSE of Lakhipur, India",earthquake,7.4,1.7,0.033,302,reviewed,us,us
2021-08-03T01:51:14.508Z,9.0127,94.1198,10,5.3,mww,,36,4.69,0.87,us,us6000f1qs,2021-10-14T01:06:00.040Z,"Nicobar Islands, India region",earthquake,7.8,1.8,0.071,19,reviewed,us,us
2021-08-03T03:42:07.890Z,8.8628,94.0564,10,5.3,mb,,36,4.611,0.62,us,us6000f1r3,2021-10-14T01:06:02.040Z,"Nicobar Islands, India region",earthquake,7.6,1.7,0.041,205,reviewed,us,us
2020-03-12T15:44:02.770Z,32.7152,85.3323,10,5.4,mww,,26,4.91,0.71,us,us60008ecp,2020-05-30T22:17:04.040Z,"western Xizang",earthquake,5,1.8,0.103,9,reviewed,us,us
2021-09-24T15:04:14.809Z,8.5857,94.0824,10,5.4,mww,,28,4.382,1.25,us,us7000fe2z,2021-09-30T21:49:14.367Z,"Nicobar Islands, India region",earthquake,6.9,1.7,0.054,33,reviewed,us,us
2020-10-10T17:38:00.765Z,24.6661,93.4997,53,5.5,mww,,22,0.849,0.65,us,us6000c7ce,2020-12-19T17:22:44.040Z,"33 km WNW of Moir?ng, India",earthquake,4.5,1.9,0.083,14,reviewed,us,us
2021-03-29T17:27:23.269Z,34.3549,87.6921,8,5.5,mww,,46,5.478,0.73,us,us6000dxge,2021-06-08T17:59:05.040Z,"western Xizang",earthquake,7.4,1.7,0.093,11,reviewed,us,us
2021-07-29T08:39:27.722Z,22.8638,95.9967,10,5.5,mb,,48,2.066,0.7,us,us6000f051,2021-10-03T05:23:09.040Z,"44 km NE of Shwebo, Myanmar",earthquake,5.8,1.8,0.055,114,reviewed,us,us
2021-08-04T17:57:39.892Z,8.7966,94.0775,8.82,5.5,mww,,44,4.547,0.82,us,us6000f27x,2021-10-14T01:07:12.040Z,"Nicobar Islands, India region",earthquake,7.3,2.9,0.056,31,reviewed,us,us
2021-10-07T18:28:03.629Z,22.3074,94.7616,110,5.5,mww,,23,1.125,0.78,us,us6000fsrg,2021-10-15T20:48:52.712Z,"44 km WNW of Monywa, Myanmar",earthquake,5.9,1.9,0.056,31,reviewed,us,us
2020-06-21T22:40:52.633Z,23.1449,93.2856,10.84,5.6,mww,,23,0.578,0.64,us,us6000ag4u,2020-08-30T00:01:01.040Z,"22 km E of North Vanlaiphai, India",earthquake,4,3,0.068,21,reviewed,us,us
2020-03-20T01:33:15.443Z,28.5896,87.3081,10,5.7,mww,,18,0.766,1.02,us,us70008cld,2020-06-06T20:53:55.040Z,"85 km NE of Lobujya, Nepal",earthquake,5.7,1.7,0.063,24,reviewed,us,us
2020-07-17T18:32:58.716Z,12.0979,94.9745,5.07,5.7,mww,,33,2.227,1.18,us,us7000aqj0,2020-09-26T16:58:35.040Z,"247 km E of Port Blair, India",earthquake,5.7,2.8,0.057,30,reviewed,us,us
2021-03-19T06:11:27.113Z,31.9246,92.9151,8,5.7,mww,,19,2.696,0.59,us,us7000dkv0,2021-06-02T15:23:54.040Z,"95 km ENE of Nagqu, China",earthquake,7.1,1.8,0.086,13,reviewed,us,us
2021-08-03T03:43:53.638Z,9.0017,94.158,10,5.8,mb,,45,4.659,0.84,us,us6000f1r6,2021-10-14T01:06:03.040Z,"Nicobar Islands, India region",earthquake,4.8,1.8,0.074,67,reviewed,us,us
2020-04-16T11:45:23.960Z,22.8004,94.0292,10,5.9,mww,,25,0.426,0.93,us,us70008xhp,2020-07-09T14:31:12.040Z,"38 km ESE of Falam, Myanmar",earthquake,6.3,1.7,0.055,32,reviewed,us,us
2021-04-28T02:21:26.212Z,26.7813,92.4565,34,6,mww,,11,1.324,0.79,us,us7000dy3b,2021-07-07T18:36:48.040Z,"8 km NNW of Dhekiajuli, India",earthquake,6.6,1.7,0.066,22,reviewed,us,us
2020-07-17T14:03:40.437Z,11.8485,94.9362,10,6.1,mww,,61,2.155,0.84,us,us7000aqaw,2020-09-26T16:58:34.040Z,"239 km E of Port Blair, India",earthquake,6.1,1.8,0.043,53,reviewed,us,us
2021-08-03T03:42:38.345Z,8.8809,94.0192,10,6.1,mww,,50,4.648,0.95,us,us6000f1r4,2021-10-14T01:06:02.040Z,"Nicobar Islands, India region",earthquake,7.7,1.8,0.069,20,reviewed,us,us
2020-06-25T21:05:18.140Z,35.5948,82.4158,10,6.3,mww,,24,6.134,0.63,us,us7000abmk,2020-09-05T17:35:21.040Z,"278 km SE of Hotan, China",earthquake,7,1.7,0.062,25,reviewed,us,us
2020-07-22T20:07:19.194Z,33.1438,86.8637,10,6.3,mww,,14,5.168,0.88,us,us6000b26j,2020-10-03T17:32:15.040Z,"western Xizang",earthquake,2.8,1.7,0.071,19,reviewed,us,us
