time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-24T03:21:04.311Z,23.1224,92.2965,44.64,4.4,mb,,95,0.748,0.78,us,us6000ccf2,2021-01-09T20:05:22.040Z,"33 km E of Khagrachhari, Bangladesh",earthquake,3.6,6.6,0.127,18,reviewed,us,us
2020-11-27T23:37:50.417Z,33.713,88.5012,10,4.4,mb,,50,4.581,0.84,us,us7000ckid,2021-02-06T18:28:42.040Z,"western Xizang",earthquake,8.4,1.9,0.091,35,reviewed,us,us
2020-11-23T13:41:45.202Z,28.5808,87.2271,10,4.4,mb,,85,0.72,0.42,us,us6000crma,2021-02-03T17:51:09.040Z,"80 km NNE of Lobujya, Nepal",earthquake,7.1,1.9,0.097,31,reviewed,us,us
2020-02-04T14:10:23.587Z,19.7608,95.8596,10,4.4,mb,,122,1.49,0.6,us,us60007pe6,2020-04-18T22:10:24.040Z,"28 km W of Nay Pyi Taw, Myanmar",earthquake,8.3,1.9,0.112,23,reviewed,us,us
2020-07-06T16:06:23.560Z,34.5903,69.0436,9.82,4.4,mb,,89,0.049,0.77,us,us7000aiuv,2020-09-11T22:14:21.040Z,"8 km E of Paghm?n, Afghanistan",earthquake,5.6,4.9,0.124,19,reviewed,us,us
2020-09-11T03:45:52.880Z,27.2464,87.7715,10,4.4,mb,,129,1.108,0.78,us,us7000blkr,2020-11-21T20:10:36.040Z,"40 km NNW of Il?m, Nepal",earthquake,8.3,1.9,0.095,32,reviewed,us,us
2020-09-21T19:58:34.584Z,26.2803,91.3167,39.62,4.4,mb,,76,3.386,1.17,us,us6000bzfi,2020-11-28T21:32:02.040Z,"21 km W of H?jo, India",earthquake,8.8,6.3,0.107,25,reviewed,us,us
2020-09-22T16:10:29.177Z,34.0837,74.7947,10,4.4,mb,,134,1.341,0.29,us,us6000bzub,2021-05-30T11:35:26.998Z,"1 km WSW of Srinagar, India",earthquake,5.9,2,0.309,3,reviewed,us,us
2020-09-18T17:53:39.631Z,23.3836,94.5477,90.39,4.4,mb,,86,2.767,0.46,us,us6000c04a,2020-11-28T21:31:51.040Z,"32 km SSE of Mawlaik, Myanmar",earthquake,6.9,7.3,0.117,24,reviewed,us,us
2020-01-05T13:14:02.142Z,29.9815,85.4049,10,4.4,mb,,136,4.978,0.45,us,us70006uzj,2020-03-21T17:13:36.040Z,"74 km NNE of Saga, China",earthquake,10.6,1.7,0.101,28,reviewed,us,us
2020-01-12T14:34:14.825Z,29.4848,81.705,10,4.4,mb,,160,8.308,0.58,us,us60007et1,2020-04-02T21:27:32.040Z,"51 km WNW of Jumla, Nepal",earthquake,10.8,1.9,0.089,36,reviewed,us,us
2020-02-07T11:00:40.151Z,11.1225,93.5904,129.96,4.4,mb,,73,0.984,0.81,us,us70007ksx,2020-04-25T22:18:27.040Z,"110 km ESE of Port Blair, India",earthquake,8.4,4.8,0.087,38,reviewed,us,us
2020-02-04T05:05:34.413Z,34.547,70.5826,10,4.4,mb,,143,1.27,1.12,us,us60007p4i,2020-04-18T22:10:23.040Z,"17 km NE of Jal?l?b?d, Afghanistan",earthquake,5.9,1.3,0.114,22,reviewed,us,us
2020-02-10T19:47:29.234Z,8.5032,92.5426,10,4.4,mb,,120,3.139,0.69,us,us70007rxk,2020-04-25T22:19:50.040Z,"Nicobar Islands, India region",earthquake,8.8,1.9,0.117,21,reviewed,us,us
2020-02-09T08:48:50.639Z,12.8396,92.6303,10,4.4,mb,,134,1.181,0.33,us,us70007q7n,2020-04-25T22:19:46.040Z,"126 km N of Bamboo Flat, India",earthquake,6.2,1.9,0.202,7,reviewed,us,us
2020-03-15T16:18:09.209Z,32.7903,85.6582,10,4.4,mb,,110,4.917,0.43,us,us70008c4d,2020-05-30T22:17:20.040Z,"western Xizang",earthquake,8.2,1.5,0.117,21,reviewed,us,us
2020-02-17T07:16:25.977Z,35.6065,74.5291,10,4.4,mb,,69,2.21,0.79,us,us70007u9h,2020-05-02T22:10:32.040Z,"39 km SSE of Gilgit, Pakistan",earthquake,8.7,1.9,0.123,19,reviewed,us,us
2020-04-04T00:45:51.928Z,32.6292,85.4271,10,4.4,mb,,91,4.806,0.85,us,us70008sd4,2020-06-21T00:54:54.040Z,"western Xizang",earthquake,10.4,1.9,0.143,14,reviewed,us,us
2020-04-07T10:39:02.233Z,29.2723,95.1896,10,4.4,mb,,114,3.567,0.41,us,us70008qir,2020-06-21T00:55:16.040Z,"114 km NE of Shi Yomi, India",earthquake,11.4,1.9,0.096,31,reviewed,us,us
2020-03-23T12:21:27.031Z,25.1038,96.351,10,4.4,mb,,75,2.058,0.73,us,us70008hf0,2020-06-06T20:54:10.040Z,"109 km WSW of Myitkyina, Myanmar",earthquake,7.8,1.9,0.126,18,reviewed,us,us
2020-04-27T19:54:31.054Z,12.1157,92.936,32.59,4.4,mb,,82,0.494,0.69,us,us60009dff,2020-07-11T22:19:12.040Z,"51 km NNE of Bamboo Flat, India",earthquake,8.4,5.1,0.1,29,reviewed,us,us
2020-05-28T08:05:58.316Z,32.5421,79.491,10,4.4,mb,,162,7.806,0.6,us,us6000a0vp,2020-08-15T20:19:42.040Z,"196 km NE of Sar?han, India",earthquake,6.4,1.8,0.112,23,reviewed,us,us
2020-05-30T23:12:23.543Z,12.6084,93.2388,59.16,4.4,mb,,113,8.001,0.7,us,us6000a6h3,2020-08-15T20:19:54.040Z,"115 km NNE of Bamboo Flat, India",earthquake,11.6,9,0.126,18,reviewed,us,us
2020-06-28T05:54:36.251Z,24.6766,94.5933,57.96,4.4,mb,,68,0.519,0.86,us,us7000adgj,2020-09-05T17:35:28.040Z,"54 km E of W?ngjing, India",earthquake,7.4,3.3,0.099,29,reviewed,us,us
2020-07-17T10:26:38.892Z,23.1172,93.3785,10,4.4,mb,,91,0.514,0.41,us,us7000aq8x,2020-09-26T16:58:34.040Z,"32 km E of North Vanlaiphai, India",earthquake,4.2,1.9,0.087,38,reviewed,us,us
2020-07-24T03:39:40.607Z,33.1468,86.8128,10,4.4,mb,,96,5.171,0.78,us,us6000b35t,2020-10-03T17:32:19.040Z,"western Xizang",earthquake,8,1.9,0.115,22,reviewed,us,us
2020-07-22T14:32:46.445Z,34.1959,90.7802,10,4.4,mb,,67,4.489,0.74,us,us7000at5s,2020-10-03T17:32:42.040Z,"Southern Qinghai, China",earthquake,3.7,1.9,0.085,40,reviewed,us,us
2020-07-12T19:34:50.955Z,8.8774,93.9083,10,4.4,mb,,176,2.989,0.96,us,us7000aqev,2020-09-19T20:58:31.040Z,"Nicobar Islands, India region",earthquake,9.5,1.9,0.179,9,reviewed,us,us
2020-07-22T20:20:05.364Z,33.1501,86.8946,10,4.4,mb,,138,4.989,0.85,us,us6000b5xt,2020-10-03T17:32:30.040Z,"western Xizang",earthquake,10,1.4,0.155,12,reviewed,us,us
2020-07-16T02:27:38.675Z,24.6068,92.3957,39.62,4.4,mb,,69,1.073,0.48,us,us6000b54f,2020-09-26T16:58:27.040Z,"18 km WSW of Hail?k?ndi, India",earthquake,5.6,7.4,0.144,14,reviewed,us,us
2020-07-21T02:15:19.576Z,30.1907,94.7613,10,4.4,mb,,90,3.191,0.77,us,us6000b55p,2020-09-26T16:58:27.040Z,"187 km NNE of Shi Yomi, India",earthquake,8.9,1.9,0.118,21,reviewed,us,us
2020-07-16T01:21:55.852Z,24.606,94.8877,30.68,4.4,mb,,64,0.653,0.52,us,us6000b2q0,2020-09-26T16:58:23.040Z,"83 km E of W?ngjing, India",earthquake,6.1,6.5,0.149,13,reviewed,us,us
2020-08-11T21:27:28.697Z,30.3255,94.7921,10,4.4,mb,,87,3.238,0.83,us,us6000bcy3,2020-10-21T22:04:11.040Z,"203 km NNE of Shi Yomi, India",earthquake,4.2,1.9,0.082,43,reviewed,us,us
2020-09-01T16:38:50.557Z,31.6784,93.347,10,4.4,mb,,108,2.744,0.48,us,us7000bhup,2020-11-07T18:48:52.040Z,"124 km E of Nagqu, China",earthquake,10.5,1.9,0.117,21,reviewed,us,us
2020-08-13T05:22:46.641Z,30.3141,94.7804,10,4.4,mb,,71,3.226,0.84,us,us6000bdu6,2020-10-24T20:08:48.040Z,"201 km NNE of Shi Yomi, India",earthquake,7.9,1.9,0.094,33,reviewed,us,us
2020-09-06T01:59:16.921Z,31.6455,93.406,26.87,4.4,mb,,68,2.757,0.79,us,us7000bir0,2020-11-17T19:44:42.040Z,"Eastern Xizang",earthquake,8.3,4.6,0.081,45,reviewed,us,us
2020-09-22T10:43:16.291Z,7.3774,94.5426,10,4.4,mb,,158,3.204,0.47,us,us6000c17x,2020-11-28T21:32:04.040Z,"185 km NNW of Sabang, Indonesia",earthquake,12.8,2,0.138,15,reviewed,us,us
2020-10-07T16:18:08.290Z,32.3518,80.5666,10,4.4,mb,,145,6.266,0.84,us,us6000c6hc,2020-12-19T17:22:38.040Z,"220 km NNE of Josh?math, India",earthquake,9.5,1.9,0.115,22,reviewed,us,us
2020-10-24T12:10:55.386Z,35.2459,71.9924,68.28,4.4,mb,,105,1.909,0.74,us,us6000cckz,2021-01-09T20:05:23.040Z,"11 km ENE of Upper Dir, Pakistan",earthquake,3.8,10.7,0.12,20,reviewed,us,us
2020-10-26T14:16:57.919Z,30.4031,69.5683,10,4.4,mb,,97,4.149,0.62,us,us6000cdas,2021-01-09T20:05:29.040Z,"56 km N of Barkhan, Pakistan",earthquake,9.5,1.9,0.13,17,reviewed,us,us
2020-11-08T13:26:25.069Z,33.4944,75.735,10,4.4,mb,,145,2.065,0.6,us,us7000cc3t,2021-01-23T22:25:37.040Z,"eastern Kashmir",earthquake,7.9,1.9,0.112,23,reviewed,us,us
2020-09-30T13:44:06.357Z,12.2219,93.7095,75.77,4.4,mb,,82,1.099,0.72,us,us6000c64x,2020-12-12T22:28:43.040Z,"121 km ENE of Port Blair, India",earthquake,7.5,6.8,0.11,24,reviewed,us,us
2020-12-24T15:13:50.935Z,25.4629,96.6657,10,4.4,mb,,46,2.475,1.08,us,us6000d5su,2021-03-06T23:18:20.040Z,"74 km W of Myitkyina, Myanmar",earthquake,3.3,1.9,0.079,58,reviewed,us,us
2021-01-27T02:52:29.712Z,13.1762,92.5357,29.29,4.4,mb,,66,1.524,0.73,us,us6000deej,2021-04-13T17:05:44.040Z,"164 km N of Bamboo Flat, India",earthquake,5.1,5.2,0.117,21,reviewed,us,us
2021-02-08T15:40:37.923Z,13.9209,96.4846,10,4.4,mb,,97,3.528,0.76,us,us6000dh3s,2021-04-22T21:51:34.040Z,"185 km W of Dawei, Myanmar",earthquake,11,2,0.19,8,reviewed,us,us
2021-02-15T13:53:17.275Z,9.1314,93.8707,10,4.4,mb,,152,2.742,0.8,us,us6000djgm,2021-04-23T21:04:40.040Z,"Nicobar Islands, India region",earthquake,8,1.9,0.219,8,reviewed,us,us
2021-02-20T08:09:34.511Z,29.2546,69.7957,10,4.4,mb,,184,5.292,0.55,us,us7000ddkh,2021-05-04T14:15:18.040Z,"54 km WNW of Rajanpur, Pakistan",earthquake,5.2,1.9,0.123,19,reviewed,us,us
2021-02-11T08:04:50.599Z,22.9602,94.4802,102.99,4.4,mb,,111,0.872,0.53,us,us6000dj5j,2021-04-22T21:53:18.040Z,"75 km S of Mawlaik, Myanmar",earthquake,5.6,6.3,0.111,25,reviewed,us,us
2021-04-21T19:39:01.812Z,9.9295,93.1765,8.01,4.4,mb,,165,1.767,0.96,us,us7000dxx4,2021-07-03T16:49:57.040Z,"197 km SSE of Port Blair, India",earthquake,13.6,6.7,0.149,13,reviewed,us,us
2021-05-15T03:03:56.663Z,26.753,92.4736,43.8,4.4,mb,,94,1.305,0.62,us,us7000e3ar,2021-07-24T21:07:04.040Z,"5 km N of Dhekiajuli, India",earthquake,8,7.9,0.134,18,reviewed,us,us
2021-04-28T02:43:20.811Z,26.8262,92.5371,35,4.4,mb,,129,1.395,0.89,us,us7000e0c4,2021-07-07T18:36:50.040Z,"13 km W of Rang?p?ra, India",earthquake,9.1,2,0.123,19,reviewed,us,us
2021-05-22T00:38:31.888Z,20.0893,95.7789,10,4.4,mb,,68,0.457,0.55,us,us7000e57r,2021-07-31T22:08:19.040Z,"26 km ENE of Taungdwingyi, Myanmar",earthquake,5.1,1.9,0.109,24,reviewed,us,us
2021-05-23T01:26:40.871Z,24.7351,95.0955,103.92,4.4,mb,,85,0.882,0.78,us,us7000e5ej,2021-07-31T22:08:43.040Z,"105 km E of W?ngjing, India",earthquake,8.7,7,0.134,18,reviewed,us,us
2021-05-18T12:03:01.251Z,26.6713,92.4258,49.81,4.4,mb,,81,1.213,0.4,us,us7000e42g,2021-07-24T21:07:56.040Z,"6 km SW of Dhekiajuli, India",earthquake,3.6,7.4,0.061,77,reviewed,us,us
2021-05-30T08:53:07.964Z,26.6343,92.326,52.85,4.4,mb,,113,1.144,0.57,us,us6000efyu,2021-08-07T22:06:13.040Z,"16 km WSW of Dhekiajuli, India",earthquake,8,8.1,0.097,31,reviewed,us,us
2021-05-28T00:51:27.010Z,31.9486,95.0989,13.72,4.4,mb,,38,4.084,0.7,us,us6000efbk,2021-08-07T22:05:35.040Z,"217 km WNW of Qamdo, China",earthquake,4.7,4.3,0.08,46,reviewed,us,us
2021-05-27T13:00:46.741Z,10.7126,91.5096,10,4.4,mb,,182,10.057,0.64,us,us6000egpz,2021-07-31T22:10:16.040Z,"171 km SW of Bamboo Flat, India",earthquake,13.7,2,0.239,5,reviewed,us,us
2021-05-31T19:49:34.458Z,23.2381,94.6949,111.49,4.4,mb,,146,1.051,0.73,us,us6000eged,2021-08-07T22:06:45.040Z,"53 km SSE of Mawlaik, Myanmar",earthquake,4.6,6,0.123,19,reviewed,us,us
2021-06-15T21:52:16.471Z,34.5637,70.3727,34.73,4.4,mb,,70,1.097,0.94,us,us7000edcg,2021-08-26T21:59:24.040Z,"16 km NNW of Jal?l?b?d, Afghanistan",earthquake,6.5,4.8,0.087,38,reviewed,us,us
2021-08-06T12:47:47.624Z,23.2137,94.1338,101.68,4.4,mb,,50,0.752,0.76,us,us6000f2sy,2021-08-17T06:06:14.040Z,"54 km SSW of Mawlaik, Myanmar",earthquake,5,4.1,0.117,23,reviewed,us,us
2021-08-04T22:10:02.477Z,25.0993,94.9275,99.59,4.4,mb,,75,1.037,0.91,us,us6000f2a5,2021-10-14T01:07:19.040Z,"76 km SE of Phek, India",earthquake,9.2,9.3,0.11,24,reviewed,us,us
2021-07-28T19:24:03.873Z,34.9229,91.0351,10.69,4.4,mb,,74,5.205,1.09,us,us6000ezxr,2021-10-03T05:22:53.040Z,"Southern Qinghai, China",earthquake,7.4,4.5,0.112,23,reviewed,us,us
2021-08-04T01:56:10.241Z,9.0695,94.2481,10,4.4,mb,,94,5.312,0.59,us,us6000f4ic,2021-10-14T01:09:22.040Z,"Nicobar Islands, India region",earthquake,9.1,1.9,0.155,12,reviewed,us,us
2021-08-06T18:49:56.874Z,22.5189,94.2094,39.54,4.4,mb,,98,0.576,0.58,us,us6000f5mq,2021-09-03T17:17:23.040Z,"63 km ESE of Hakha, Myanmar",earthquake,5.7,7.8,0.162,13,reviewed,us,us
2021-09-14T18:47:12.873Z,10.4507,93.2806,87.8,4.4,mb,,91,1.308,0.58,us,us7000fb56,2021-10-13T15:32:11.040Z,"146 km SSE of Port Blair, India",earthquake,8.3,6.8,0.086,44,reviewed,us,us
2021-08-16T07:31:10.679Z,35.7887,68.5348,33.68,4.4,mb,,71,1.312,1,us,us7000f4mz,2021-09-16T10:37:28.040Z,"13 km SSE of ?uk?mat? Dahanah-ye Gh?r?, Afghanistan",earthquake,8.2,6.4,0.178,9,reviewed,us,us
2021-09-16T04:49:42.856Z,23.6577,94.5361,93.27,4.4,mb,,74,0.608,0.59,us,us7000fbps,2021-10-14T02:09:20.040Z,"13 km E of Mawlaik, Myanmar",earthquake,6.3,5.5,0.189,8,reviewed,us,us
2021-08-20T14:00:13.796Z,17.1146,77.1124,15.33,4.4,mb,,78,10.391,0.65,us,us7000f6av,2021-09-17T11:01:08.040Z,"3 km ESE of Ch?t?pur, India",earthquake,12.7,5,0.134,17,reviewed,us,us
2021-09-12T14:56:15.922Z,27.4834,85.9978,10,4.4,mb,,154,8.149,0.52,us,us7000fc3k,2021-09-20T16:26:30.040Z,"47 km ESE of Dhulikhel, Nepal",earthquake,8.5,1.9,0.219,7,reviewed,us,us
2021-09-23T19:48:30.251Z,5.6284,78.9308,10,4.4,mb,,155,2.401,0.66,us,us7000ff7l,2021-09-29T18:29:38.040Z,"141 km WSW of Ambalangoda, Sri Lanka",earthquake,7,1.9,0.19,8,reviewed,us,us
2021-09-30T13:05:36.409Z,11.7507,95.2935,24.04,4.4,mb,,186,4.458,0.66,us,us6000fqf0,2021-10-11T15:39:04.040Z,"277 km E of Port Blair, India",earthquake,8,6.2,0.139,18,reviewed,us,us
2021-09-04T12:53:31.787Z,10.1164,91.5131,10,4.4,mb,,119,8.124,0.82,us,us7000fa1e,2021-10-01T11:27:28.040Z,"218 km SW of Port Blair, India",earthquake,6.6,1.9,0.127,18,reviewed,us,us
2021-08-05T13:43:19.813Z,8.7361,93.9754,10,4.4,mb,,180,4.565,0.7,us,us6000f5jg,2021-10-14T01:10:22.040Z,"Nicobar Islands, India region",earthquake,12.6,1.9,0.22,6,reviewed,us,us
2021-09-25T09:24:34.850Z,30.2615,94.8136,34.18,4.4,mb,,76,5.358,0.53,us,us6000fqga,2021-10-17T13:01:38.040Z,"196 km NNE of Shi Yomi, India",earthquake,10.8,6.2,0.096,31,reviewed,us,us
2020-11-21T04:49:33.478Z,24.9595,94.9967,10,4.5,mb,,103,0.964,1.05,us,us6000cr52,2021-02-03T17:50:21.040Z,"92 km SSE of Phek, India",earthquake,5.2,1.8,0.097,31,reviewed,us,us
2020-11-21T21:49:21.520Z,30.1884,88.1002,10,4.5,mb,,65,2.491,0.64,us,us6000crcf,2021-02-03T17:51:09.040Z,"128 km NW of Rikaze, China",earthquake,5.9,1.5,0.101,29,reviewed,us,us
2020-11-07T06:19:11.529Z,13.9453,92.9836,10,4.5,mb,,77,2.287,0.69,us,us7000cdfr,2021-01-23T22:25:44.040Z,"250 km N of Bamboo Flat, India",earthquake,8.7,1.9,0.118,21,reviewed,us,us
2020-10-31T16:59:40.590Z,34.1948,78.1585,10,4.5,mb,,129,4.101,1.05,us,us7000c8na,2021-01-18T23:01:53.040Z,"53 km E of Leh, India",earthquake,7,1.9,0.113,23,reviewed,us,us
2020-11-23T13:36:04.648Z,27.5457,87.0358,27.68,4.5,mb,,125,0.456,0.91,us,us7000ck3c,2021-02-03T17:49:19.040Z,"25 km NW of Kh??db?ri??, Nepal",earthquake,8.4,8.4,0.204,9,reviewed,us,us
2020-11-10T04:45:39.687Z,22.7939,94.4538,104.48,4.5,mb,,135,0.803,0.55,us,us7000ceh0,2021-01-23T22:25:46.040Z,"80 km E of Falam, Myanmar",earthquake,5.8,3.5,0.15,13,reviewed,us,us
2020-01-25T21:07:34.332Z,16.6775,79.8979,10,4.5,mb,,83,9.38,0.63,us,us60007fyl,2020-04-11T18:20:50.040Z,"32 km SW of Jaggayyapeta, India",earthquake,9.5,1.9,0.084,42,reviewed,us,us
2020-01-27T07:10:39.720Z,24.7732,91.7364,10,4.5,mb,,160,0.797,1,us,us60007h26,2021-04-28T18:02:18.050Z,"10 km SE of Jahedpur, Bangladesh",earthquake,5.7,1.9,0.087,39,reviewed,us,us
2020-02-05T20:47:08.396Z,7.3359,73.6458,10,4.5,mb,,60,0.724,0.82,us,us70007jey,2020-04-25T22:17:59.040Z,"76 km NE of Dhidhdhoo, Maldives",earthquake,5,1.6,0.097,31,reviewed,us,us
2020-03-24T15:00:31.941Z,7.969,92.5087,10,4.5,mb,,125,3.67,0.93,us,us70008f3x,2020-06-06T20:54:14.040Z,"Nicobar Islands, India region",earthquake,7.7,1.8,0.113,23,reviewed,us,us
2020-04-05T17:50:30.477Z,26.4085,92.7724,46.31,4.5,mb,,80,1.176,0.88,us,us70008pdi,2020-06-21T00:55:06.040Z,"25 km S of Tezpur, India",earthquake,8,7.1,0.078,48,reviewed,us,us
2020-07-07T20:42:19.337Z,33.042,73.6132,10,4.5,mb,,132,0.672,0.92,us,us7000ajnr,2020-09-11T22:14:27.040Z,"16 km NW of Jhelum, Pakistan",earthquake,5.8,1.9,0.087,45,reviewed,us,us
2020-08-28T07:58:49.503Z,33.2812,72.6123,10,4.5,mb,,81,0.66,0.69,us,us7000be7y,2020-11-07T18:48:31.040Z,"32 km E of Pindi Gheb, Pakistan",earthquake,6.5,1.9,0.099,30,reviewed,us,us
2020-08-01T06:31:40.399Z,35.3465,69.604,10,4.5,mb,,95,0.926,0.91,us,us6000b7v0,2020-10-10T17:11:07.040Z,"8 km ENE of B?z?rak, Afghanistan",earthquake,5.7,1.9,0.131,17,reviewed,us,us
2020-11-02T19:43:17.105Z,25.7773,91.1728,10,4.5,mb,,60,0.651,0.68,us,us7000c9e3,2021-04-28T03:02:11.407Z,"30 km NNW of Nongstoin, India",earthquake,5.4,1.8,0.078,48,reviewed,us,us
2020-01-29T21:45:34.496Z,28.7675,91.7966,10,4.5,mb,,75,1.1,0.69,us,us60007jiz,2020-04-18T22:09:54.040Z,"118 km SE of Lhasa, China",earthquake,2.8,1.8,0.067,65,reviewed,us,us
2020-01-27T14:26:29.446Z,35.6993,75.2078,10,4.5,mb,,201,2.594,0.49,us,us60007h9c,2020-04-11T18:20:56.040Z,"58 km NW of Skardu, Pakistan",earthquake,9.8,1.9,0.242,5,reviewed,us,us
2020-02-28T05:50:18.394Z,35.2945,71.8197,58.81,4.5,mb,,84,2.03,0.92,us,us600085v8,2020-05-19T22:14:05.040Z,"10 km NNW of Upper Dir, Pakistan",earthquake,6.2,6.4,0.088,38,reviewed,us,us
2020-03-05T06:59:54.541Z,25.8362,96.7751,10,4.5,mb,,65,2.756,0.74,us,us600089zy,2020-05-23T22:03:14.040Z,"41 km S of Sarupathar, India",earthquake,4.3,1.9,0.104,27,reviewed,us,us
2020-03-27T11:46:58.989Z,32.697,76.144,10,4.5,mb,,114,2.592,0.75,us,us70008h7l,2020-06-13T18:44:49.040Z,"15 km N of Chamba, India",earthquake,3.7,1.9,0.083,42,reviewed,us,us
2020-03-07T04:05:43.016Z,23.2305,96.1055,10,4.5,mb,,97,1.93,1.04,us,us60008e97,2020-05-23T22:03:16.040Z,"54 km NW of Mogok, Myanmar",earthquake,2.7,1.9,0.124,19,reviewed,us,us
2020-03-23T08:08:12.704Z,25.0857,95.0671,101.49,4.5,mb,,61,1.101,0.54,us,us70008hem,2020-06-06T20:54:09.040Z,"86 km SE of Phek, India",earthquake,9.4,8.5,0.118,21,reviewed,us,us
2020-04-16T11:53:01.650Z,22.7356,94.0722,10,4.5,mb,,98,0.446,0.96,us,us60009ap6,2020-07-09T14:31:12.040Z,"45 km ESE of Falam, Myanmar",earthquake,4.9,1.9,0.136,16,reviewed,us,us
2020-05-24T22:30:51.478Z,34.2803,70.1664,28.53,4.5,mb,,86,0.964,0.82,us,us70009ppe,2020-08-08T18:17:56.040Z,"30 km WSW of Jal?l?b?d, Afghanistan",earthquake,3.9,5.1,0.111,24,reviewed,us,us
2020-05-29T00:30:29.301Z,11.7257,92.3273,10,4.5,mb,,63,0.413,0.84,us,us6000a1f4,2020-08-15T20:19:46.040Z,"42 km W of Bamboo Flat, India",earthquake,4.4,1.9,0.092,35,reviewed,us,us
2020-06-24T02:32:33.683Z,23.206,93.2628,4.58,4.5,mb,,74,0.641,0.53,us,us6000ahkj,2020-09-05T17:35:14.040Z,"21 km ENE of North Vanlaiphai, India",earthquake,5.5,5.3,0.09,36,reviewed,us,us
2020-06-26T16:05:45.280Z,20.8724,94.2917,82.2,4.5,mb,,126,1.875,0.78,us,us7000accq,2020-09-05T17:35:23.040Z,"54 km W of Chauk, Myanmar",earthquake,7.9,6.1,0.078,50,reviewed,us,us
2020-07-20T22:52:49.020Z,12.1567,94.9118,10,4.5,mb,,124,2.179,1.11,us,us7000as23,2020-09-26T16:58:42.040Z,"242 km ENE of Port Blair, India",earthquake,10,1.9,0.121,20,reviewed,us,us
2020-07-22T22:28:33.320Z,33.187,86.7446,10,4.5,mb,,52,5.107,0.57,us,us6000b2aa,2020-10-03T17:32:15.040Z,"western Xizang",earthquake,5.3,1.9,0.07,59,reviewed,us,us
2020-06-25T21:14:36.585Z,35.6634,82.4342,10,4.5,mb,,114,6.077,0.73,us,us7000agis,2020-09-05T17:35:40.040Z,"275 km SE of Hotan, China",earthquake,5.5,1.8,0.119,21,reviewed,us,us
2020-07-21T13:26:18.351Z,30.404,94.7716,10,4.5,mb,,71,3.236,0.46,us,us7000asa5,2020-09-26T16:58:43.040Z,"211 km N of Shi Yomi, India",earthquake,8.4,1.9,0.077,50,reviewed,us,us
2020-06-18T10:56:55.720Z,5.7719,95.2875,10,4.5,mb,,150,1.738,1.22,us,us7000aax5,2020-08-30T00:01:12.040Z,"13 km SSW of Sabang, Indonesia",earthquake,10.9,1.9,0.156,15,reviewed,us,us
2020-08-26T00:48:50.563Z,35.6366,82.3729,10,4.5,mb,,65,6.082,1.1,us,us7000bd1r,2020-11-07T18:48:27.040Z,"272 km SE of Hotan, China",earthquake,7.8,1.9,0.088,38,reviewed,us,us
2020-08-27T13:17:20.608Z,23.0656,93.2324,10,4.5,mb,,164,0.54,1.12,us,us7000bdpj,2020-11-07T18:48:29.040Z,"18 km ESE of North Vanlaiphai, India",earthquake,5.5,1.9,0.139,15,reviewed,us,us
2020-08-23T17:07:43.232Z,30.3934,87.5035,10,4.5,mb,,51,2.5,0.99,us,us6000bjg8,2020-10-31T19:06:20.040Z,"183 km NW of Rikaze, China",earthquake,7.8,1.9,0.079,47,reviewed,us,us
2020-10-13T01:36:21.205Z,23.1644,94.1126,71.72,4.5,mb,,85,0.702,0.45,us,us6000c8t9,2020-12-19T17:22:55.040Z,"52 km ENE of Falam, Myanmar",earthquake,3.3,7.3,0.136,16,reviewed,us,us
2020-12-09T08:17:09.184Z,7.681,94.058,58.64,4.5,mb,,82,6.928,0.47,us,us7000cqzu,2021-02-20T16:11:56.040Z,"242 km NW of Sabang, Indonesia",earthquake,6,7.9,0.116,22,reviewed,us,us
2020-12-26T14:19:09.417Z,16.0246,92.9758,10,4.5,mb,,64,4.348,1.24,us,us6000d659,2021-03-06T23:19:10.040Z,"205 km WSW of Pathein, Myanmar",earthquake,4.7,1.8,0.163,11,reviewed,us,us
2021-02-02T16:14:13.363Z,28.8039,84.0135,29.41,4.5,mb,,126,2.605,0.62,us,us6000ddxt,2021-04-16T19:03:02.040Z,"52 km NE of Chitre, Nepal",earthquake,8.6,4.7,0.082,44,reviewed,us,us
2021-02-03T14:29:49.946Z,34.26,78.2819,10,4.5,mb,,82,4.21,0.6,us,us6000de6k,2021-04-16T19:03:14.040Z,"65 km E of Leh, India",earthquake,7.4,1.8,0.076,52,reviewed,us,us
2021-02-24T18:16:46.453Z,20.054,91.0101,10,4.5,mb,,65,2.675,0.67,us,us6000dksl,2021-05-04T14:17:00.040Z,"161 km SW of Tekn?f, Bangladesh",earthquake,5.7,1.9,0.089,37,reviewed,us,us
2021-02-25T07:50:20.274Z,22.8779,96.0167,10,4.5,mb,,55,2.071,0.55,us,us7000ddij,2021-05-04T14:17:13.040Z,"47 km NE of Shwebo, Myanmar",earthquake,4.8,1.9,0.104,27,reviewed,us,us
2021-01-09T14:51:50.407Z,32.521,76.6552,22.64,4.5,mb,,152,3.058,0.72,us,us6000d71u,2021-03-20T21:23:19.040Z,"35 km W of Kyelang, India",earthquake,10,6.7,0.096,32,reviewed,us,us
