,latitude,longitude,depth,mag,mag_type,id,place,type,mag_nst,status,loc_source,mag_source,country,year,month
527,30.4288,94.84100000000001,10.0,4.9,mb,us6000b7i6,Shi Yomi,earthquake,176,reviewed,us,us, India,2020,07
528,30.4109,94.7817,10.0,4.9,mb,us6000bb1f,Shi Yomi,earthquake,78,reviewed,us,us, India,2020,08
529,30.3544,94.742,10.0,4.9,mb,us6000bcsr,Shi Yomi,earthquake,168,reviewed,us,us, India,2020,08
530,30.4144,94.7198,10.0,4.9,mb,us6000bdty,Shi Yomi,earthquake,200,reviewed,us,us, India,2020,08
531,30.4464,94.9345,10.0,4.9,mb,us6000bbiy,Shi Yomi,earthquake,102,reviewed,us,us, India,2020,08
532,9.5672,93.3607,71.13,4.9,mb,us6000bhed,Port Blair,earthquake,58,reviewed,us,us, India,2020,08
533,23.41,92.0138,37.66,4.9,mb,us7000bh52,Khagrachhari,earthquake,8,reviewed,us,us, Bangladesh,2020,08
534,22.8585,95.9211,10.0,4.9,mb,us7000ddgz,Shwebo,earthquake,51,reviewed,us,us, Myanmar,2021,02
535,8.6376,94.1922,10.0,4.9,mb,us7000e06d,Nicobar Islands,earthquake,67,reviewed,us,us, India,2021,05
536,28.3088,84.3042,10.0,4.9,mb,us7000e4bb,Pokhara,earthquake,114,reviewed,us,us, Nepal,2021,05
537,6.3788,93.4713,25.52,4.9,mb,us6000dzrr,Sabang,earthquake,15,reviewed,us,us, Indonesia,2021,03
538,24.5824,94.4421,66.82,4.9,mb,us6000ez3j,Wangjing,earthquake,197,reviewed,us,us, India,2021,07
539,24.6509,94.4519,63.33,4.9,mb,us6000f7jj,Wangjing,earthquake,108,reviewed,us,us, India,2021,08
540,30.3352,94.7958,10.0,4.9,mb,us6000frfq,Shi Yomi,earthquake,78,reviewed,us,us, India,2021,10
541,30.3562,94.82700000000001,34.55,4.9,mb,us6000ft7k,Shi Yomi,earthquake,38,reviewed,us,us, India,2021,10
542,23.6092,94.6188,103.66,5.0,mww,us7000cevs,Mawlaik,earthquake,13,reviewed,us,us, Myanmar,2020,11
543,34.1448,78.1519,10.0,5.0,mww,us6000c1yn,Leh,earthquake,11,reviewed,us,us, India,2020,09
544,34.1788,79.2141,10.0,5.0,mww,us6000c5y3,Leh,earthquake,13,reviewed,us,us, India,2020,10
545,26.3386,90.7847,10.0,5.0,mb,us70007li1,Abhayapuri,earthquake,99,reviewed,us,us, India,2020,02
546,32.9752,76.2474,10.0,5.0,mb,us600084lt,Chamba,earthquake,189,reviewed,us,us, India,2020,02
547,10.3105,93.7827,10.0,5.0,mb,us60007j4e,Port Blair,earthquake,72,reviewed,us,us, India,2020,01
548,35.6685,82.4472,10.0,5.0,mb,us7000abn0,Hotan,earthquake,174,reviewed,us,us, China,2020,06
549,11.8485,94.8316,10.0,5.0,mww,us7000aqc9,Port Blair,earthquake,10,reviewed,us,us, India,2020,07
550,30.412,94.8613,10.0,5.0,mb,us7000ar7l,Shi Yomi,earthquake,116,reviewed,us,us, India,2020,07
551,33.2088,86.773,10.0,5.0,mb,us6000b5xr,western Xizang,earthquake,36,reviewed,us,us,Tibet,2020,07
552,34.741,72.9466,10.0,5.0,mb,us6000d49f,Shingli Bala,earthquake,63,reviewed,us,us, Pakistan,2020,12
553,6.3819,94.2415,78.43,5.0,mb,us6000d6bs,Sabang,earthquake,59,reviewed,us,us, Indonesia,2021,01
554,28.8225,87.36200000000001,8.7,5.0,mww,us6000ddsr,Lobujya,earthquake,13,reviewed,us,us, Nepal,2021,02
555,31.9664,92.9084,10.0,5.0,mb,us6000dvi9,Nagqu,earthquake,93,reviewed,us,us, China,2021,03
556,27.6289,92.6692,29.81,5.0,mww,us6000dwue,Bomdila,earthquake,10,reviewed,us,us, India,2021,03
557,31.8686,92.9137,10.0,5.0,mww,us6000dzil,Nagqu,earthquake,11,reviewed,us,us, China,2021,04
558,26.7489,92.5136,35.0,5.0,mb,us7000dy3r,Dhekiajuli,earthquake,80,reviewed,us,us, India,2021,04
559,6.6176,94.5648,10.0,5.0,mb,us7000e40a,Sabang,earthquake,66,reviewed,us,us, Indonesia,2021,05
560,34.7242,73.2047,10.0,5.0,mb,us7000edut,Battagram,earthquake,93,reviewed,us,us, Pakistan,2021,06
561,30.3316,94.775,35.33,5.0,mb,us7000feaa,Shi Yomi,earthquake,109,reviewed,us,us, India,2021,09
562,30.3403,94.8375,31.32,5.0,mb,us6000fqn3,Shi Yomi,earthquake,67,reviewed,us,us, India,2021,10
563,13.7792,93.6855,60.3,5.0,mb,us6000frr8,Bamboo Flat,earthquake,16,reviewed,us,us, India,2021,10
564,22.9861,93.7677,53.56,5.1,mb,us7000bqcm,Falam,earthquake,208,reviewed,us,us, Myanmar,2020,09
565,22.2089,94.3877,90.82,5.1,mb,us7000cp2v,Monywa,earthquake,161,reviewed,us,us, Myanmar,2020,12
566,35.0149,74.47399999999999,10.0,5.1,mb,us70006ymh,Bandipura,earthquake,244,reviewed,us,us, India,2020,01
567,24.3856,93.9197,57.89,5.1,mww,us70009q28,Kakching,earthquake,11,reviewed,us,us, India,2020,05
568,23.3821,70.3548,10.0,5.1,mb,us6000abp7,Bhachau,earthquake,255,reviewed,us,us, India,2020,06
569,23.1162,93.3092,10.0,5.1,mww,us7000aqg3,North Vanlaiphai,earthquake,10,reviewed,us,us, India,2020,07
570,5.7913,95.5619,10.0,5.1,mww,us7000cekv,Sabang,earthquake,17,reviewed,us,us, Indonesia,2020,11
571,7.3115,92.0905,10.0,5.1,mb,us60007ifv,Nicobar Islands,earthquake,71,reviewed,us,us, India,2020,01
572,34.5182,85.6961,10.0,5.1,mb,us70007tnv,western Xizang,earthquake,179,reviewed,us,us,Tibet,2020,02
573,33.1508,86.8235,10.0,5.1,mww,us6000b2l7,western Xizang,earthquake,14,reviewed,us,us,Tibet,2020,07
574,11.8395,94.9771,10.0,5.1,mww,us7000aqal,Port Blair,earthquake,11,reviewed,us,us, India,2020,07
575,33.3042,75.5872,10.0,5.1,mb,us6000d7f5,Kishtwar,earthquake,127,reviewed,us,us, India,2021,01
576,28.7463,87.3785,10.0,5.1,mb,us6000decu,Lobujya,earthquake,140,reviewed,us,us, Nepal,2021,02
577,22.5129,94.1955,24.67,5.1,mww,us6000e2mn,Hakha,earthquake,15,reviewed,us,us, Myanmar,2021,04
578,34.9509,69.0848,16.2,5.1,mww,us6000epir,Charikar,earthquake,10,reviewed,us,us, Afghanistan,2021,06
579,8.814,94.0044,20.27,5.1,mww,us6000f2f5,Nicobar Islands,earthquake,16,reviewed,us,us, India,2021,08
580,8.7641,93.9557,10.0,5.1,mb,us6000f2p9,Nicobar Islands,earthquake,57,reviewed,us,us, India,2021,08
581,14.4654,83.0456,10.0,5.1,mb,us7000f2x8,Razole,earthquake,122,reviewed,us,us, India,2021,08
582,25.2231,94.8718,79.04,5.1,mb,us7000fcq5,Phek,earthquake,73,reviewed,us,us, India,2021,09
583,31.995,95.0575,10.0,5.2,mww,us60007f7v,Qamdo,earthquake,13,reviewed,us,us, China,2020,01
584,32.8006,85.5456,10.0,5.2,mww,us60008clh,western Xizang,earthquake,8,reviewed,us,us,Tibet,2020,03
585,34.7094,83.4724,15.11,5.2,mb,us7000dl8t,western Xizang,earthquake,200,reviewed,us,us,Tibet,2021,03
586,27.1863,88.9412,10.0,5.2,mb,us6000dz5d,Samtse,earthquake,118,reviewed,us,us, Bhutan,2021,04
587,29.3258,70.0487,10.0,5.2,mww,us6000exhl,Rajanpur,earthquake,20,reviewed,us,us, Pakistan,2021,07
588,14.1061,92.9896,10.0,5.2,mb,us7000fa7j,Bamboo Flat,earthquake,162,reviewed,us,us, India,2021,09
589,23.1636,93.3258,10.0,5.3,mww,us7000bdnu,North Vanlaiphai,earthquake,15,reviewed,us,us, India,2020,08
590,27.8464,85.8765,10.0,5.3,mb,us7000bnsh,Kodariaa,earthquake,309,reviewed,us,us, Nepal,2020,09
591,34.2487,78.2058,10.0,5.3,mww,us6000c13w,Leh,earthquake,18,reviewed,us,us, India,2020,09
592,28.2785,84.3373,10.0,5.3,mb,us7000e4aq,Pokhara,earthquake,290,reviewed,us,us, Nepal,2021,05
593,25.9603,90.3499,10.0,5.3,mb,us7000ej9c,Lakhipur,earthquake,302,reviewed,us,us, India,2021,07
594,9.0127,94.1198,10.0,5.3,mww,us6000f1qs,Nicobar Islands,earthquake,19,reviewed,us,us, India,2021,08
595,8.8628,94.0564,10.0,5.3,mb,us6000f1r3,Nicobar Islands,earthquake,205,reviewed,us,us, India,2021,08
596,32.7152,85.3323,10.0,5.4,mww,us60008ecp,western Xizang,earthquake,9,reviewed,us,us,Tibet,2020,03
597,8.5857,94.0824,10.0,5.4,mww,us7000fe2z,Nicobar Islands,earthquake,33,reviewed,us,us, India,2021,09
598,24.6661,93.4997,53.0,5.5,mww,us6000c7ce,Moirang,earthquake,14,reviewed,us,us, India,2020,10
599,34.3549,87.6921,8.0,5.5,mww,us6000dxge,western Xizang,earthquake,11,reviewed,us,us,Tibet,2021,03
600,22.8638,95.9967,10.0,5.5,mb,us6000f051,Shwebo,earthquake,114,reviewed,us,us, Myanmar,2021,07
601,8.7966,94.0775,8.82,5.5,mww,us6000f27x,Nicobar Islands,earthquake,31,reviewed,us,us, India,2021,08
602,22.3074,94.7616,110.0,5.5,mww,us6000fsrg,Monywa,earthquake,31,reviewed,us,us, Myanmar,2021,10
603,23.1449,93.2856,10.84,5.6,mww,us6000ag4u,North Vanlaiphai,earthquake,21,reviewed,us,us, India,2020,06
604,28.5896,87.3081,10.0,5.7,mww,us70008cld,Lobujya,earthquake,24,reviewed,us,us, Nepal,2020,03
605,12.0979,94.9745,5.07,5.7,mww,us7000aqj0,Port Blair,earthquake,30,reviewed,us,us, India,2020,07
606,31.9246,92.9151,8.0,5.7,mww,us7000dkv0,Nagqu,earthquake,13,reviewed,us,us, China,2021,03
607,9.0017,94.15799999999999,10.0,5.8,mb,us6000f1r6,Nicobar Islands,earthquake,67,reviewed,us,us, India,2021,08
608,22.8004,94.0292,10.0,5.9,mww,us70008xhp,Falam,earthquake,32,reviewed,us,us, Myanmar,2020,04
609,26.7813,92.4565,34.0,6.0,mww,us7000dy3b,Dhekiajuli,earthquake,22,reviewed,us,us, India,2021,04
610,11.8485,94.9362,10.0,6.1,mww,us7000aqaw,Port Blair,earthquake,53,reviewed,us,us, India,2020,07
611,8.8809,94.0192,10.0,6.1,mww,us6000f1r4,Nicobar Islands,earthquake,20,reviewed,us,us, India,2021,08
612,35.5948,82.4158,10.0,6.3,mww,us7000abmk,Hotan,earthquake,25,reviewed,us,us, China,2020,06
613,33.1438,86.8637,10.0,6.3,mww,us6000b26j,western Xizang,earthquake,19,reviewed,us,us,Tibet,2020,07
